customer_id,segment,years_with_kite,policies_held,auto_renew,switches_last_3_years,comparison_quotes_last_renewal,days_letter_to_action,support_contacts_per_year,claims_last_5_years,premium_annual_eur,contents_sum_insured_eur,age_band,region,home_type,works_from_home
K-11291,Switcher,3,1,no,2,4,1,1,0,338,26000,35-44,Ulster,terrace,yes
K-11292,Juggler,4,3,yes,0,1,8,3,0,1135,27500,45-54,Munster,terrace,no
K-11293,Switcher,3,1,yes,3,4,1,0,0,489,56500,35-44,Connacht,detached,yes
K-11294,Switcher,1,1,no,2,3,3,1,2,372,30500,45-54,Dublin,terrace,yes
K-11295,Juggler,4,2,no,0,0,8,0,0,745,42000,35-44,Munster,semi-detached,yes
K-11296,Payer,3,1,yes,0,0,15,0,0,560,54000,25-34,Dublin,detached,
K-11297,Switcher,3,1,no,3,5,7,1,0,350,31500,25-34,Dublin,semi-detached,no
K-11298,Switcher,1,1,no,2,5,5,0,1,528,47500,35-44,Munster,detached,no
K-11299,Juggler,3,4,no,2,2,20,3,0,1459,31500,35-44,Connacht,semi-detached,no
K-11300,Payer,4,2,yes,0,1,5,0,0,410,27500,25-34,Dublin,terrace,
K-11301,Payer,4,2,yes,0,0,9,1,1,471,24500,25-34,Dublin,terrace,
K-11302,Switcher,1,1,no,3,3,3,0,0,435,40000,45-54,Dublin,semi-detached,no
K-11303,Payer,4,2,yes,1,0,15,0,0,420,27500,45-54,Dublin,terrace,
K-11304,Payer,4,1,yes,0,1,15,0,0,363,24000,65+,Dublin,apartment,no
K-11305,Switcher,1,1,no,3,5,1,1,2,421,39000,25-34,Rest of Leinster,semi-detached,no
K-11306,Payer,2,1,yes,0,0,18,0,1,502,42500,35-44,Munster,semi-detached,
K-11307,Juggler,3,2,no,0,2,2,2,0,828,34000,25-34,Rest of Leinster,semi-detached,yes
K-11308,Switcher,1,2,no,1,5,2,0,0,335,35500,55-64,Ulster,terrace,yes
K-11309,Switcher,3,1,no,1,3,5,0,0,460,41500,25-34,Connacht,detached,yes
K-11310,Juggler,3,3,yes,0,3,8,1,0,1156,41000,35-44,Connacht,semi-detached,no
K-11311,Juggler,2,3,yes,2,1,4,4,0,1125,34500,45-54,Dublin,semi-detached,no
K-11312,Juggler,1,2,yes,2,3,4,1,0,691,39500,35-44,Connacht,semi-detached,no
K-11313,Switcher,3,1,no,1,4,3,2,0,394,41500,55-64,Dublin,semi-detached,no
K-11314,Payer,4,1,yes,0,0,22,1,0,400,29000,55-64,Connacht,apartment,no
K-11315,Switcher,2,1,no,3,4,5,1,0,360,34500,45-54,Ulster,terrace,no
K-11316,Payer,4,1,yes,0,0,15,0,0,482,42500,45-54,Connacht,semi-detached,yes
K-11317,Switcher,3,1,yes,3,4,2,0,0,535,52500,35-44,Dublin,detached,no
K-11318,Payer,4,1,yes,0,0,20,1,0,486,42000,35-44,Munster,semi-detached,
K-11319,Juggler,2,2,yes,0,1,12,3,0,913,54500,45-54,Rest of Leinster,detached,yes
K-11320,Switcher,1,1,no,2,5,7,0,0,324,23000,45-54,Dublin,apartment,no
K-11321,Juggler,3,4,yes,1,2,12,2,1,1293,36000,65+,Dublin,terrace,
K-11322,Payer,4,1,yes,0,1,14,0,0,562,39500,45-54,Dublin,semi-detached,no
K-11323,Juggler,3,2,yes,1,2,6,3,0,651,35500,45-54,Ulster,terrace,yes
K-11324,Switcher,1,1,no,2,5,5,0,0,270,24000,25-34,Ulster,apartment,no
K-11325,Switcher,4,1,yes,2,2,4,0,0,353,33000,25-34,Connacht,terrace,yes
K-11326,Juggler,4,4,no,0,2,14,2,0,1539,30500,35-44,Munster,semi-detached,yes
K-11327,Juggler,2,2,no,2,1,4,0,0,617,29500,45-54,Rest of Leinster,terrace,no
K-11328,Switcher,2,1,yes,1,4,7,1,0,351,40500,35-44,Dublin,semi-detached,no
K-11329,Payer,3,1,yes,0,0,15,1,0,537,34500,65+,Rest of Leinster,semi-detached,no
K-11330,Switcher,2,1,no,1,3,1,0,0,359,34500,45-54,Munster,semi-detached,no
K-11331,Payer,1,2,yes,0,0,11,1,0,340,21000,45-54,Rest of Leinster,apartment,no
K-11332,Juggler,1,2,yes,2,0,15,4,0,970,45500,35-44,Munster,detached,no
K-11333,Switcher,1,1,no,2,4,1,0,0,510,39000,35-44,Dublin,detached,no
K-11334,Switcher,1,1,yes,1,4,1,0,1,388,37500,25-34,Munster,bungalow,yes
K-11335,Payer,4,1,yes,0,0,10,0,0,447,33000,35-44,Connacht,terrace,yes
K-11336,Switcher,2,1,no,2,4,5,0,0,426,38500,45-54,Connacht,detached,no
K-11337,Juggler,3,3,yes,2,0,10,3,1,1166,37000,45-54,Rest of Leinster,bungalow,yes
K-11338,Switcher,1,1,no,1,5,2,0,0,374,40500,35-44,Munster,bungalow,no
K-11339,Switcher,2,1,no,1,4,2,0,0,389,31000,35-44,Rest of Leinster,terrace,yes
K-11340,Juggler,2,4,no,1,1,4,1,1,1291,26500,35-44,Dublin,terrace,yes
K-11341,Juggler,4,3,no,0,3,2,1,1,1174,32000,25-34,Connacht,semi-detached,yes
K-11342,Switcher,1,1,no,2,4,4,0,0,366,36000,25-34,Dublin,terrace,no
K-11343,Switcher,1,1,no,1,4,7,1,0,365,29000,65+,Rest of Leinster,semi-detached,no
K-11344,Payer,4,1,yes,0,0,11,1,0,561,56500,35-44,Dublin,detached,
K-11345,Juggler,1,4,no,2,0,12,2,1,1570,37500,55-64,Rest of Leinster,semi-detached,no
K-11346,Payer,2,1,yes,1,0,16,1,0,460,44000,45-54,Munster,semi-detached,yes
K-11347,Switcher,2,1,no,3,3,9,2,0,398,37000,45-54,Dublin,semi-detached,no
K-11348,Payer,2,1,yes,0,0,17,0,0,387,27500,25-34,Dublin,apartment,yes
K-11349,Payer,4,1,yes,0,0,18,0,0,414,25000,45-54,Connacht,terrace,
K-11350,Payer,2,1,no,0,0,7,0,0,380,26000,55-64,Dublin,terrace,no
K-11351,Payer,1,1,yes,0,1,14,0,1,455,35500,35-44,Ulster,semi-detached,yes
K-11352,Payer,4,1,yes,0,0,19,0,0,503,36500,45-54,Rest of Leinster,semi-detached,
K-11353,Juggler,4,3,no,1,1,10,0,0,1104,34500,35-44,Dublin,bungalow,no
K-11354,Payer,4,1,no,0,1,22,2,0,500,26500,35-44,Rest of Leinster,terrace,yes
K-11355,Switcher,3,1,no,1,3,6,0,0,374,38000,45-54,Connacht,semi-detached,no
K-11356,Juggler,4,3,no,0,0,3,4,0,1472,51500,45-54,Dublin,detached,no
K-11357,Switcher,3,1,no,2,4,2,2,0,352,32500,55-64,Rest of Leinster,terrace,no
K-11358,Switcher,1,1,no,2,3,4,1,0,289,24500,45-54,Dublin,apartment,yes
K-11359,Switcher,2,1,yes,2,4,4,0,0,402,41000,35-44,Dublin,bungalow,
K-11360,Payer,4,2,yes,0,0,19,1,0,678,41500,25-34,Dublin,detached,
K-11361,Payer,3,1,yes,0,0,17,0,0,558,36500,45-54,Connacht,detached,no
K-11362,Switcher,3,1,no,1,2,1,0,0,322,24000,35-44,Rest of Leinster,terrace,no
K-11363,Switcher,1,1,no,2,4,2,1,0,303,28000,45-54,Dublin,apartment,no
K-11364,Switcher,1,1,no,2,3,3,1,0,481,53000,55-64,Connacht,detached,no
K-11365,Switcher,3,1,no,1,4,7,0,0,510,37500,25-34,Dublin,detached,no
K-11366,Juggler,4,2,yes,2,1,4,0,0,639,33000,35-44,Rest of Leinster,terrace,yes
K-11367,Juggler,1,2,yes,0,1,18,3,0,816,35000,45-54,Rest of Leinster,semi-detached,no
K-11368,Payer,2,1,no,0,0,23,0,0,461,32500,65+,Munster,terrace,no
K-11369,Switcher,3,2,no,3,4,4,0,0,539,48000,55-64,Ulster,detached,
K-11370,Payer,3,1,yes,0,0,18,0,0,462,40000,25-34,Munster,semi-detached,
K-11371,Switcher,1,2,no,3,5,5,0,0,361,38500,35-44,Dublin,semi-detached,no
K-11372,Juggler,1,3,no,2,2,10,1,0,1521,42500,55-64,Dublin,detached,no
K-11373,Juggler,3,2,no,0,3,13,0,0,524,25000,45-54,Connacht,apartment,yes
K-11374,Switcher,1,1,no,3,3,3,1,0,408,41500,45-54,Ulster,semi-detached,no
K-11375,Juggler,1,2,no,1,1,9,3,1,835,42500,25-34,Rest of Leinster,semi-detached,yes
K-11376,Payer,4,1,yes,0,1,14,1,0,537,35000,35-44,Rest of Leinster,semi-detached,
K-11377,Payer,2,1,yes,0,0,21,0,1,375,29500,25-34,Rest of Leinster,apartment,yes
K-11378,Payer,4,1,yes,0,0,5,1,2,563,44000,35-44,Munster,semi-detached,yes
K-11379,Payer,3,2,yes,0,0,7,0,0,477,34000,55-64,Munster,bungalow,
K-11380,Payer,3,1,yes,1,0,27,1,0,429,39000,55-64,Connacht,semi-detached,yes
K-11381,Juggler,1,3,no,0,3,5,1,0,866,23500,65+,Munster,apartment,no
K-11382,Switcher,2,2,no,2,4,7,0,1,374,26500,35-44,Rest of Leinster,terrace,no
K-11383,Switcher,1,1,no,3,5,4,0,0,356,29000,45-54,Munster,terrace,no
K-11384,Juggler,1,4,yes,2,1,13,3,1,1880,44500,55-64,Rest of Leinster,detached,no
K-11385,Juggler,3,4,yes,1,1,7,1,0,1390,35500,65+,Munster,semi-detached,no
K-11386,Juggler,1,4,yes,2,1,7,1,0,1636,39000,45-54,Connacht,semi-detached,yes
K-11387,Switcher,2,1,no,2,4,3,1,0,430,29500,35-44,Rest of Leinster,semi-detached,no
K-11388,Payer,3,1,yes,0,0,15,2,0,530,31000,65+,Rest of Leinster,semi-detached,no
K-11389,Juggler,1,3,no,1,2,6,0,0,1152,34000,55-64,Dublin,semi-detached,yes
K-11390,Payer,3,1,yes,0,1,14,1,1,532,33000,45-54,Dublin,semi-detached,no
K-11391,Switcher,4,1,no,3,4,4,0,2,345,30000,65+,Dublin,semi-detached,no
K-11392,Switcher,1,1,no,2,5,5,2,0,264,22000,35-44,Connacht,apartment,yes
K-11393,Juggler,4,4,no,0,2,7,2,1,1610,33500,35-44,Munster,bungalow,yes
K-11394,Payer,3,1,yes,0,0,10,0,0,529,37500,35-44,Dublin,semi-detached,
K-11395,Payer,3,2,yes,0,0,23,1,0,377,26000,35-44,Dublin,apartment,no
K-11396,Switcher,1,1,no,3,3,7,0,0,282,29500,45-54,Ulster,apartment,yes
K-11397,Payer,3,1,no,0,0,10,0,0,532,36500,35-44,Rest of Leinster,semi-detached,
K-11398,Payer,3,1,yes,0,0,20,1,0,526,30000,35-44,Connacht,semi-detached,yes
K-11399,Payer,2,2,yes,0,0,5,0,0,399,29000,35-44,Dublin,terrace,yes
K-11400,Juggler,3,4,no,0,2,3,3,2,1357,31000,65+,Ulster,semi-detached,no
K-11401,Payer,4,1,yes,0,0,18,0,1,359,21000,45-54,Dublin,apartment,no
K-11402,Payer,3,1,yes,0,0,30,2,1,473,29000,65+,Dublin,terrace,no
K-11403,Payer,3,1,no,0,0,14,0,0,357,24000,35-44,Dublin,apartment,
K-11404,Juggler,3,2,yes,2,2,9,3,1,737,36000,35-44,Munster,terrace,no
K-11405,Payer,2,1,yes,0,0,20,0,0,407,30000,25-34,Rest of Leinster,semi-detached,
K-11406,Juggler,2,4,no,2,2,8,4,0,1284,21000,25-34,Dublin,apartment,no
K-11407,Juggler,2,2,no,0,2,5,0,0,866,32500,55-64,Rest of Leinster,bungalow,no
K-11408,Juggler,2,2,no,1,1,8,2,0,752,40000,35-44,Munster,semi-detached,no
K-11409,Payer,1,1,yes,0,1,15,1,0,316,29000,45-54,Dublin,apartment,no
K-11410,Payer,2,1,yes,0,0,22,0,1,478,37500,65+,Ulster,semi-detached,no
K-11411,Payer,4,1,yes,0,0,18,0,0,674,47000,25-34,Rest of Leinster,detached,yes
K-11412,Switcher,2,1,no,3,4,6,0,0,327,30500,55-64,Dublin,terrace,yes
K-11413,Payer,4,1,yes,0,0,5,1,0,696,39500,45-54,Dublin,detached,
K-11414,Payer,4,1,yes,0,0,25,1,0,550,36500,25-34,Rest of Leinster,semi-detached,
K-11415,Switcher,1,1,no,3,4,7,0,1,330,26000,35-44,Munster,terrace,yes
K-11416,Payer,2,1,yes,1,0,18,2,0,442,36000,25-34,Munster,semi-detached,no
K-11417,Switcher,4,1,no,3,4,2,1,0,382,33500,35-44,Munster,semi-detached,no
K-11418,Payer,2,1,yes,0,0,11,1,0,440,38000,45-54,Rest of Leinster,semi-detached,no
K-11419,Payer,3,2,yes,0,0,5,2,0,522,30500,65+,Rest of Leinster,semi-detached,no
K-11420,Juggler,1,2,yes,2,1,12,2,0,762,32500,35-44,Munster,semi-detached,no
K-11421,Payer,2,1,yes,0,0,20,0,1,434,32500,35-44,Dublin,bungalow,no
K-11422,Payer,4,1,yes,0,0,13,0,0,511,38500,35-44,Rest of Leinster,semi-detached,
K-11423,Switcher,2,1,no,3,4,1,1,0,506,41500,35-44,Dublin,detached,yes
K-11424,Juggler,2,3,yes,1,1,4,1,1,940,20500,25-34,Munster,apartment,no
K-11425,Payer,2,1,yes,0,0,10,1,0,447,43000,35-44,Rest of Leinster,semi-detached,yes
K-11426,Juggler,4,3,yes,2,0,9,2,0,1280,52500,35-44,Munster,detached,yes
K-11427,Payer,2,1,yes,0,0,34,1,0,411,39000,25-34,Dublin,semi-detached,yes
K-11428,Payer,1,1,yes,0,0,17,1,0,413,40500,35-44,Dublin,semi-detached,no
K-11429,Switcher,1,1,no,2,2,5,0,0,448,38000,25-34,Dublin,detached,no
K-11430,Switcher,1,1,no,3,5,6,0,0,344,26000,35-44,Rest of Leinster,terrace,yes
K-11431,Juggler,1,3,yes,1,1,2,1,0,870,24500,25-34,Dublin,apartment,no
K-11432,Juggler,1,2,no,1,0,12,4,0,601,23500,45-54,Rest of Leinster,apartment,no
K-11433,Payer,4,1,yes,0,0,13,1,0,448,37500,45-54,Munster,terrace,yes
K-11434,Payer,3,1,no,0,0,20,0,0,453,33000,35-44,Dublin,semi-detached,
K-11435,Switcher,1,1,no,3,3,4,1,0,385,34500,25-34,Dublin,semi-detached,yes
K-11436,Juggler,2,2,yes,2,2,17,2,1,613,21000,35-44,Dublin,apartment,no
K-11437,Switcher,3,1,no,3,5,4,0,0,264,21500,45-54,Munster,apartment,no
K-11438,Juggler,3,3,no,0,3,4,1,1,993,24000,45-54,Munster,terrace,no
K-11439,Switcher,4,1,yes,2,5,2,0,0,377,34500,55-64,Connacht,semi-detached,yes
K-11440,Switcher,1,1,no,1,5,4,0,0,408,36000,35-44,Ulster,bungalow,no
K-11441,Juggler,1,2,no,1,1,13,0,0,944,51500,55-64,Dublin,detached,no
K-11442,Juggler,3,4,yes,2,3,10,2,0,1365,33500,65+,Munster,terrace,no
K-11443,Switcher,1,1,no,3,5,4,1,0,295,27000,35-44,Connacht,apartment,yes
K-11444,Payer,4,1,yes,0,0,18,1,1,425,27000,45-54,Munster,terrace,
K-11445,Payer,2,2,yes,0,0,11,2,0,438,36500,25-34,Connacht,semi-detached,yes
K-11446,Switcher,2,1,no,2,4,6,0,0,361,36500,25-34,Munster,semi-detached,no
K-11447,Payer,4,1,yes,0,0,10,2,0,447,27000,25-34,Dublin,terrace,no
K-11448,Payer,4,1,yes,0,0,16,0,0,387,24500,45-54,Ulster,apartment,
K-11449,Payer,3,1,yes,0,0,10,2,0,447,40500,35-44,Ulster,semi-detached,no
K-11450,Juggler,3,3,yes,2,1,8,0,0,1000,30000,55-64,Dublin,semi-detached,no
K-11451,Juggler,1,2,no,0,2,4,0,1,589,23000,25-34,Munster,apartment,yes
K-11452,Payer,2,1,yes,0,0,11,0,1,465,32000,25-34,Rest of Leinster,semi-detached,yes
K-11453,Switcher,2,2,no,3,5,3,1,0,358,26500,45-54,Rest of Leinster,terrace,no
K-11454,Switcher,4,1,no,2,3,5,2,0,346,30000,35-44,Dublin,semi-detached,no
K-11455,Juggler,4,2,no,2,0,11,2,1,589,29000,65+,Rest of Leinster,apartment,no
K-11456,Juggler,3,3,yes,2,0,2,1,0,944,24500,45-54,Dublin,apartment,no
K-11457,Switcher,1,1,no,1,2,2,1,0,390,42000,35-44,Connacht,semi-detached,yes
K-11458,Payer,3,1,yes,0,0,10,0,0,581,43500,55-64,Dublin,detached,
K-11459,Payer,2,1,yes,0,0,10,0,0,432,29500,35-44,Munster,terrace,
K-11460,Juggler,4,4,no,2,2,12,1,0,1596,32000,65+,Dublin,semi-detached,no
K-11461,Payer,1,2,yes,0,0,24,0,0,401,31500,55-64,Munster,semi-detached,yes
K-11462,Payer,4,1,no,0,0,20,0,0,465,31500,35-44,Rest of Leinster,semi-detached,
K-11463,Payer,2,1,yes,1,0,13,1,0,505,46500,55-64,Munster,detached,yes
K-11464,Payer,4,1,yes,0,0,15,1,0,509,35500,45-54,Munster,semi-detached,
K-11465,Juggler,4,3,no,1,1,10,2,0,1404,50000,25-34,Dublin,detached,yes
K-11466,Payer,1,2,yes,0,0,23,0,0,351,29500,45-54,Munster,apartment,no
K-11467,Payer,2,1,yes,0,0,15,1,0,486,40000,55-64,Rest of Leinster,semi-detached,no
K-11468,Switcher,2,1,no,2,3,2,0,1,486,44000,35-44,Dublin,detached,
K-11469,Juggler,1,3,yes,2,2,10,0,0,1232,36500,45-54,Rest of Leinster,semi-detached,yes
K-11470,Payer,3,1,no,1,0,14,1,0,465,32500,35-44,Munster,terrace,
K-11471,Switcher,1,1,no,3,3,6,0,0,460,40000,45-54,Dublin,detached,yes
K-11472,Juggler,2,4,yes,1,1,13,1,0,1753,38000,35-44,Dublin,detached,yes
K-11473,Payer,2,1,yes,0,0,25,0,0,610,45500,55-64,Connacht,detached,no
K-11474,Payer,4,1,yes,0,1,26,1,2,585,45000,45-54,Rest of Leinster,detached,yes
K-11475,Payer,4,2,yes,0,0,11,0,1,668,49000,45-54,Connacht,detached,
K-11476,Payer,2,1,yes,0,0,15,0,0,513,30500,55-64,Rest of Leinster,semi-detached,no
K-11477,Juggler,2,2,yes,2,1,8,2,0,1000,51500,45-54,Dublin,detached,yes
K-11478,Switcher,4,1,no,1,4,5,0,0,389,31500,35-44,Rest of Leinster,semi-detached,yes
K-11479,Switcher,1,2,yes,1,3,2,0,0,400,38000,55-64,Munster,bungalow,yes
K-11480,Payer,3,1,yes,0,0,20,0,0,473,32000,55-64,Munster,semi-detached,no
K-11481,Payer,2,2,yes,0,0,13,1,0,501,34500,35-44,Dublin,semi-detached,no
K-11482,Juggler,3,4,yes,1,2,7,1,1,1546,33500,25-34,Rest of Leinster,semi-detached,yes
K-11483,Juggler,4,3,no,1,2,10,2,0,1017,30500,45-54,Dublin,terrace,no
K-11484,Payer,4,1,yes,1,0,11,2,0,621,45000,55-64,Dublin,detached,
K-11485,Juggler,3,3,no,0,2,14,1,0,1401,52500,65+,Dublin,detached,no
K-11486,Switcher,1,1,no,1,2,5,1,0,503,46000,55-64,Ulster,detached,yes
K-11487,Switcher,1,1,yes,3,5,5,0,0,331,26000,45-54,Rest of Leinster,apartment,no
K-11488,Switcher,2,1,no,2,4,6,0,0,416,35500,45-54,Connacht,semi-detached,no
K-11489,Payer,2,1,yes,0,0,13,1,0,414,41000,55-64,Munster,semi-detached,no
K-11490,Switcher,3,1,no,2,5,6,0,0,423,41500,65+,Munster,semi-detached,no
K-11491,Juggler,2,2,no,0,2,7,3,0,792,36500,45-54,Munster,semi-detached,no
K-11492,Juggler,3,3,no,2,2,2,2,0,1111,33000,65+,Rest of Leinster,terrace,no
K-11493,Switcher,1,1,no,2,5,3,0,0,320,27000,45-54,Munster,terrace,no
K-11494,Payer,4,1,yes,0,0,21,0,0,476,36500,65+,Munster,bungalow,no
K-11495,Payer,4,1,yes,0,0,10,1,0,508,24500,65+,Munster,terrace,no
K-11496,Payer,1,1,yes,0,0,15,0,1,438,29500,45-54,Munster,bungalow,yes
K-11497,Payer,4,1,yes,0,0,18,0,0,362,24500,35-44,Dublin,apartment,
K-11498,Juggler,2,3,no,1,3,12,1,0,1207,38000,55-64,Dublin,semi-detached,no
K-11499,Payer,4,1,yes,0,0,25,2,1,487,34500,45-54,Rest of Leinster,bungalow,
K-11500,Juggler,1,3,no,0,1,11,3,0,877,29500,65+,Munster,apartment,no
K-11501,Switcher,2,1,no,3,4,7,1,0,406,32000,45-54,Dublin,bungalow,no
K-11502,Payer,3,1,yes,0,0,8,1,0,439,26000,25-34,Connacht,terrace,yes
K-11503,Juggler,1,3,yes,1,2,4,2,0,1417,47000,45-54,Dublin,detached,yes
K-11504,Payer,4,2,yes,0,0,9,0,0,377,21000,35-44,Rest of Leinster,apartment,no
K-11505,Juggler,1,3,yes,1,1,5,3,0,1162,30500,35-44,Rest of Leinster,semi-detached,yes
K-11506,Payer,2,1,no,0,1,10,1,0,350,23500,45-54,Munster,apartment,no
K-11507,Payer,4,1,no,0,0,13,0,0,599,44000,55-64,Connacht,detached,no
K-11508,Juggler,4,2,no,1,1,4,2,0,713,34000,45-54,Rest of Leinster,terrace,yes
K-11509,Payer,1,2,yes,0,0,14,2,2,389,30000,55-64,Munster,semi-detached,yes
K-11510,Juggler,3,3,no,0,3,3,3,0,1062,33000,45-54,Dublin,semi-detached,yes
K-11511,Payer,3,1,yes,0,0,21,0,0,569,47000,25-34,Ulster,detached,
K-11512,Payer,3,1,yes,0,0,12,0,0,600,44000,45-54,Dublin,detached,no
K-11513,Juggler,2,2,no,0,2,12,4,0,609,25000,25-34,Dublin,apartment,
K-11514,Payer,2,2,yes,1,0,6,0,0,484,37000,55-64,Munster,semi-detached,no
K-11515,Switcher,2,1,no,2,3,6,0,0,487,45000,45-54,Munster,detached,no
K-11516,Juggler,1,3,no,2,0,10,2,0,1560,42000,25-34,Ulster,detached,yes
K-11517,Juggler,3,3,no,0,0,9,1,1,1493,43000,25-34,Rest of Leinster,detached,yes
K-11518,Juggler,3,4,yes,2,1,8,2,0,1373,32500,65+,Dublin,terrace,no
K-11519,Juggler,2,3,no,0,1,12,2,0,1356,51500,35-44,Rest of Leinster,detached,
K-11520,Payer,4,1,yes,0,0,14,1,0,692,44000,25-34,Connacht,detached,yes
K-11521,Juggler,4,2,yes,1,2,11,1,0,660,26000,35-44,Connacht,terrace,no
K-11522,Switcher,1,1,no,2,2,5,0,1,387,31500,35-44,Dublin,terrace,no
K-11523,Juggler,2,4,no,2,2,12,1,0,1626,36000,25-34,Munster,semi-detached,no
K-11524,Juggler,4,2,yes,2,1,17,3,0,855,42500,25-34,Dublin,detached,no
K-11525,Switcher,3,1,no,1,5,6,0,0,466,47500,35-44,Rest of Leinster,detached,
K-11526,Juggler,2,2,no,0,2,13,3,0,729,33500,25-34,Rest of Leinster,bungalow,yes
K-11527,Payer,2,1,yes,0,1,22,2,0,425,35500,65+,Ulster,terrace,no
K-11528,Payer,2,1,yes,0,0,13,0,0,423,33500,45-54,Ulster,semi-detached,no
K-11529,Juggler,4,2,no,0,1,13,0,0,827,33500,35-44,Dublin,semi-detached,yes
K-11530,Switcher,2,1,no,3,2,6,0,0,433,39000,35-44,Connacht,semi-detached,yes
K-11531,Payer,1,1,no,0,0,18,1,0,389,39500,65+,Dublin,semi-detached,no
K-11532,Switcher,1,1,no,2,5,4,0,0,524,46000,35-44,Dublin,detached,yes
K-11533,Juggler,2,4,no,1,2,10,0,0,1407,32000,45-54,Dublin,bungalow,
K-11534,Switcher,4,1,no,2,5,2,1,0,420,32500,25-34,Rest of Leinster,semi-detached,no
K-11535,Switcher,4,1,no,1,3,3,1,0,369,37000,55-64,Dublin,semi-detached,yes
K-11536,Payer,4,1,yes,0,1,13,1,0,558,30000,45-54,Connacht,semi-detached,
K-11537,Juggler,2,4,no,1,3,7,1,1,1225,29000,55-64,Rest of Leinster,terrace,no
K-11538,Switcher,2,1,no,3,3,2,0,0,356,34500,35-44,Munster,semi-detached,
K-11539,Juggler,4,4,yes,1,1,8,3,0,1325,27000,45-54,Rest of Leinster,terrace,no
K-11540,Switcher,3,1,no,3,4,3,0,0,357,29500,35-44,Rest of Leinster,terrace,no
K-11541,Juggler,1,2,no,1,1,4,0,0,804,31500,55-64,Dublin,semi-detached,no
K-11542,Switcher,2,1,yes,2,3,4,0,0,344,43000,35-44,Rest of Leinster,semi-detached,yes
K-11543,Switcher,1,1,no,1,3,4,0,0,420,33000,45-54,Ulster,semi-detached,
K-11544,Payer,4,1,yes,0,1,20,2,0,420,35000,35-44,Dublin,terrace,yes
K-11545,Switcher,4,1,no,3,2,5,0,1,429,41500,25-34,Rest of Leinster,semi-detached,yes
K-11546,Switcher,2,1,yes,1,5,5,0,1,388,37000,35-44,Ulster,semi-detached,no
K-11547,Payer,2,1,yes,0,0,14,0,0,516,31500,35-44,Munster,semi-detached,yes
K-11548,Payer,3,1,yes,0,1,8,0,0,537,41500,45-54,Munster,semi-detached,no
K-11549,Switcher,1,1,no,2,3,4,0,1,355,35000,35-44,Connacht,semi-detached,yes
K-11550,Juggler,1,2,no,2,2,4,0,1,706,28000,25-34,Munster,semi-detached,no
K-11551,Juggler,1,3,yes,0,1,8,1,0,1234,37000,25-34,Munster,semi-detached,yes
K-11552,Payer,2,1,yes,0,0,15,0,0,458,30500,35-44,Rest of Leinster,bungalow,
K-11553,Juggler,2,3,no,1,2,11,3,0,898,24000,35-44,Connacht,apartment,yes
K-11554,Juggler,1,3,yes,2,1,14,1,0,802,26000,45-54,Connacht,apartment,no
K-11555,Payer,2,1,yes,0,0,5,0,0,532,43000,35-44,Munster,detached,yes
K-11556,Juggler,2,2,no,2,1,11,3,1,866,55500,35-44,Munster,detached,yes
K-11557,Switcher,2,1,no,3,3,3,1,2,264,29500,25-34,Connacht,apartment,no
K-11558,Payer,2,1,yes,0,0,13,1,1,470,33000,55-64,Munster,bungalow,no
K-11559,Payer,2,1,yes,0,0,13,0,0,637,44500,55-64,Dublin,detached,no
K-11560,Switcher,1,1,no,3,4,5,0,0,314,25000,35-44,Dublin,terrace,no
K-11561,Payer,3,1,yes,0,0,16,0,0,450,37000,55-64,Munster,terrace,
K-11562,Payer,3,1,yes,0,0,13,2,0,458,40500,25-34,Munster,semi-detached,
K-11563,Switcher,2,1,no,3,4,4,0,0,420,36000,35-44,Dublin,semi-detached,no
K-11564,Juggler,4,2,no,0,1,13,3,0,535,26500,25-34,Munster,apartment,no
K-11565,Payer,3,1,yes,0,1,10,0,0,329,24000,35-44,Rest of Leinster,apartment,
K-11566,Payer,4,1,yes,0,1,14,0,0,429,28000,45-54,Ulster,apartment,no
K-11567,Payer,3,1,yes,0,1,19,1,0,496,39000,35-44,Dublin,bungalow,no
K-11568,Juggler,1,2,no,0,2,13,1,0,728,26000,45-54,Dublin,terrace,no
K-11569,Switcher,1,1,no,2,5,8,1,2,378,35500,35-44,Connacht,terrace,yes
K-11570,Juggler,3,2,no,1,1,3,0,0,692,29500,35-44,Connacht,semi-detached,no
K-11571,Juggler,3,4,yes,1,1,13,3,1,1288,31500,35-44,Munster,terrace,yes
K-11572,Juggler,2,3,yes,0,3,18,2,0,1551,45500,55-64,Munster,detached,no
K-11573,Payer,3,1,yes,0,0,26,1,0,458,33500,65+,Connacht,semi-detached,
K-11574,Switcher,1,1,no,2,5,5,0,0,315,25500,35-44,Munster,apartment,no
K-11575,Juggler,4,3,no,2,1,3,1,0,1279,48000,65+,Munster,detached,no
K-11576,Payer,3,1,yes,0,1,18,1,0,517,32500,35-44,Dublin,semi-detached,
K-11577,Juggler,1,2,yes,1,1,14,0,0,652,29500,25-34,Dublin,terrace,no
K-11578,Payer,4,1,yes,0,0,25,0,0,477,36000,45-54,Munster,terrace,yes
K-11579,Switcher,1,1,no,1,4,8,0,0,432,51000,55-64,Munster,detached,no
K-11580,Switcher,1,1,no,3,4,2,0,0,423,34000,25-34,Connacht,semi-detached,yes
K-11581,Payer,4,2,yes,0,0,16,1,0,449,33000,55-64,Munster,terrace,
