agent,task,cost,seconds,handed_back,run
Cato,Research,480,484,yes,2026-06-23
Sam,Checking,66,174,no,2026-09-17
Lena,Writing,108,-35,yes,2026-07-18
Lena,Checking,207,359,no,2026-09-02
Sam,Checking,104,217,yes,2026-08-20
Cato,Research,256,235,yes,2026-08-02
Sam,Checking,239,148,yes,2026-07-31
Lena,Research,302,171,no,2026-09-04
Cato,Checking,432,465,no,2026-08-30
Sam,Writing,162,114,no,2026-09-03
Sam,Writing,-18,120,no,2026-08-28
Sam,Research,281,440,no,2026-06-07
Cato,Checking,-52,331,no,2026-05-29
Cato,Writing,269,274,no,2026-07-20
Cato,Checking,243,316,no,2026-07-26
Cato,Checking,295,358,no,2026-06-03
Cato,Reporting,385,461,yes,2026-05-25
Sam,Checking,190,88,no,2026-09-05
Sam,Writing,53,81,yes,2026-07-05
Lena,Research,269,263,yes,2026-09-02
Cato,Checking,32,325,no,2026-08-10
Sam,Writing,254,359,yes,2026-06-16
Vera,Checking,308,322,no,2026-07-17
Cato,Checking,157,283,no,2026-08-25
Cato,Checking,424,296,yes,2026-07-18
Vera,Writing,64,126,yes,2026-07-17
Cato,Checking,18,77,yes,2026-07-25
Cato,Checking,284,476,no,2026-06-18
Cato,Research,77,297,no,2026-07-15
Cato,Research,388,227,yes,2026-08-25
Cato,Research,232,278,yes,2026-09-05
Sam,Research,301,273,no,2026-08-07
Lena,Checking,380,302,yes,2026-08-07
Cato,Research,160,296,no,2026-08-24
Cato,Checking,96,-98,yes,2026-07-11
Cato,Writing,319,435,yes,2026-06-14
Cato,Research,14,358,no,2026-07-02
Sam,Research,327,331,yes,2026-07-14
Sam,Checking,262,298,yes,2026-08-02
Cato,Writing,279,210,no,2026-09-01
Cato,Checking,308,392,yes,2026-06-01
Cato,Checking,192,296,yes,2026-08-15
Vera,Checking,8,-54,no,2026-08-02
Cato,Research,283,368,no,2026-09-01
Lena,Writing,131,366,yes,2026-07-14
Sam,Checking,232,369,yes,2026-08-15
Cato,Checking,280,131,yes,2026-07-01
Lena,Reporting,119,344,no,2026-07-17
Cato,Checking,343,385,yes,2026-09-17
Cato,Reporting,233,117,no,2026-06-02
Cato,Checking,-20,2,no,2026-06-28
Vera,Reporting,330,423,yes,2026-06-01
Cato,Writing,26,387,yes,2026-08-12
Cato,Writing,376,342,yes,2026-06-22
Vera,Checking,255,334,no,2026-08-04
Cato,Writing,212,145,no,2026-06-11
Cato,Checking,437,406,yes,2026-07-04
Cato,Checking,130,168,yes,2026-07-27
Cato,Checking,78,-84,yes,2026-07-27
Cato,Research,323,404,yes,2026-09-01
Cato,Writing,-64,269,no,2026-07-15
Sam,Checking,314,200,no,2026-07-07
Cato,Checking,361,133,yes,2026-09-18
Cato,Checking,236,323,yes,2026-09-14
Cato,Research,331,312,no,2026-08-13
Lena,Writing,221,226,yes,2026-06-09
Sam,Checking,130,71,yes,2026-07-26
Sam,Checking,374,349,no,2026-09-06
Cato,Checking,-68,326,yes,2026-09-04
Sam,Reporting,240,298,yes,2026-06-04
Cato,Reporting,316,244,no,2026-07-16
Cato,Checking,139,341,no,2026-08-11
Sam,Checking,343,414,no,2026-09-17
Lena,Checking,185,257,yes,2026-08-18
Cato,Checking,-15,55,no,2026-07-06
Sam,Writing,370,459,yes,2026-07-01
Cato,Checking,81,392,yes,2026-09-10
Sam,Checking,241,399,yes,2026-07-09
Cato,Checking,241,344,yes,2026-07-16
Cato,Checking,119,337,yes,2026-08-01
Cato,Checking,329,502,yes,2026-08-13
Vera,Checking,116,115,no,2026-07-09
Cato,Writing,79,-45,yes,2026-08-03
Lena,Checking,353,317,yes,2026-07-14
Lena,Writing,8,385,no,2026-08-31
Sam,Checking,369,272,no,2026-06-08
Sam,Checking,225,193,yes,2026-08-04
Sam,Checking,260,331,yes,2026-07-30
Vera,Research,409,302,yes,2026-07-15
Sam,Writing,73,141,no,2026-07-24
Sam,Reporting,13,116,no,2026-06-13
Cato,Checking,267,380,yes,2026-06-06
Sam,Writing,63,199,no,2026-06-12
Vera,Research,296,322,yes,2026-06-25
Sam,Writing,288,238,no,2026-06-19
Sam,Checking,291,312,no,2026-07-25
Cato,Writing,311,353,no,2026-07-31
Cato,Checking,195,240,no,2026-07-11
Cato,Checking,158,91,yes,2026-09-16
Lena,Checking,221,275,no,2026-08-04
Cato,Writing,-51,356,no,2026-07-19
Cato,Writing,224,347,no,2026-06-27
Vera,Writing,295,245,no,2026-08-05
Vera,Checking,298,195,yes,2026-06-14
Sam,Checking,411,506,no,2026-06-20
Cato,Research,62,172,yes,2026-07-09
Sam,Reporting,121,-11,yes,2026-08-20
Cato,Checking,209,302,yes,2026-09-10
Sam,Research,41,204,yes,2026-06-18
Vera,Writing,372,378,no,2026-08-29
Vera,Checking,402,149,yes,2026-06-02
Cato,Checking,136,213,no,2026-09-16
Sam,Checking,447,383,no,2026-07-22
Cato,Checking,235,222,yes,2026-08-26
Cato,Checking,130,106,no,2026-07-31
Cato,Checking,236,392,yes,2026-05-25
Cato,Checking,40,367,no,2026-06-10
Vera,Checking,327,280,no,2026-06-20
Lena,Checking,344,267,yes,2026-07-25
Sam,Reporting,206,308,no,2026-07-28
Cato,Writing,281,394,no,2026-09-16
Cato,Research,132,144,no,2026-08-20
Vera,Checking,124,-101,yes,2026-07-10
Cato,Research,359,339,yes,2026-07-28
Sam,Research,104,376,yes,2026-06-29
Sam,Checking,252,238,no,2026-08-01
Cato,Research,213,314,no,2026-08-16
Cato,Research,260,230,no,2026-08-09
Vera,Checking,345,509,yes,2026-06-20
Cato,Reporting,78,152,yes,2026-08-25
Cato,Checking,-21,70,no,2026-07-04
Vera,Checking,327,361,no,2026-09-16
Vera,Checking,-51,339,no,2026-06-30
Cato,Writing,271,269,no,2026-06-05
Cato,Checking,417,245,yes,2026-07-05
Cato,Reporting,293,169,no,2026-09-13
Cato,Checking,457,407,no,2026-09-08
Cato,Research,59,169,yes,2026-09-20
Vera,Research,2,106,no,2026-07-08
Sam,Reporting,296,487,no,2026-06-09
Cato,Checking,-70,278,no,2026-08-17
Cato,Writing,347,356,yes,2026-07-31
Vera,Research,374,231,no,2026-07-17
Cato,Writing,101,195,yes,2026-07-07
Cato,Checking,404,377,no,2026-08-04
Cato,Checking,126,107,yes,2026-07-23
Cato,Checking,5,-86,yes,2026-07-03
Sam,Reporting,250,263,yes,2026-06-08
Sam,Checking,39,389,yes,2026-09-15
Cato,Writing,354,280,yes,2026-06-19
Cato,Checking,234,219,no,2026-05-24
Sam,Writing,255,285,no,2026-07-09
Lena,Checking,331,401,no,2026-06-30
Sam,Checking,181,236,yes,2026-08-15
Vera,Reporting,118,-19,yes,2026-06-21
Cato,Checking,257,286,yes,2026-08-10
Sam,Checking,75,396,yes,2026-05-28
Sam,Checking,383,285,yes,2026-06-17
Sam,Writing,375,240,no,2026-06-05
Cato,Checking,222,328,no,2026-06-15
Cato,Research,327,474,yes,2026-08-15
Sam,Writing,37,270,yes,2026-08-14
Lena,Checking,161,123,yes,2026-06-27
Sam,Writing,223,402,yes,2026-07-27
Sam,Research,108,363,no,2026-06-27
Sam,Writing,191,294,no,2026-07-28
Cato,Research,389,320,no,2026-08-15
Vera,Checking,225,274,no,2026-09-15
Vera,Checking,402,399,yes,2026-06-01
Vera,Checking,136,103,no,2026-08-07
Lena,Checking,-18,121,no,2026-08-17
Sam,Checking,359,392,no,2026-08-17
Cato,Reporting,-46,401,yes,2026-07-08
Cato,Checking,277,251,yes,2026-08-04
Vera,Writing,277,245,no,2026-06-06
Sam,Checking,158,146,no,2026-08-14
Sam,Writing,382,464,yes,2026-06-08
Cato,Reporting,154,148,yes,2026-06-25
Vera,Checking,79,36,no,2026-08-25
Cato,Checking,219,299,yes,2026-07-02
Sam,Reporting,51,368,no,2026-05-29
Vera,Checking,339,212,yes,2026-06-06
Cato,Writing,341,289,yes,2026-07-19
Cato,Writing,253,306,no,2026-08-01
Cato,Reporting,286,462,yes,2026-08-09
Cato,Checking,225,214,no,2026-08-17
Lena,Research,-18,103,yes,2026-07-13
Cato,Reporting,210,312,no,2026-06-15
Sam,Reporting,68,415,yes,2026-09-09
Lena,Writing,243,266,yes,2026-09-01
Lena,Reporting,349,340,no,2026-05-31
Cato,Writing,115,269,yes,2026-06-07
Sam,Checking,322,454,no,2026-06-07
Cato,Checking,116,153,yes,2026-08-23
Sam,Research,132,-44,no,2026-09-05
Sam,Reporting,371,303,yes,2026-08-17
Sam,Checking,53,202,no,2026-08-04
Sam,Writing,268,288,yes,2026-06-08
Lena,Writing,306,301,no,2026-07-27
Cato,Checking,299,248,yes,2026-06-26
Vera,Writing,360,288,no,2026-08-02
Cato,Checking,123,247,yes,2026-05-30
Lena,Writing,132,-6,no,2026-06-29
Vera,Reporting,356,279,yes,2026-08-23
Cato,Writing,-35,282,no,2026-06-22
Cato,Checking,195,278,no,2026-07-04
Lena,Writing,282,276,no,2026-07-06
Lena,Research,110,167,yes,2026-09-14
Sam,Checking,306,502,yes,2026-08-21
Cato,Checking,131,102,yes,2026-08-15
Cato,Reporting,53,116,yes,2026-09-10
Lena,Reporting,354,270,no,2026-08-12
Cato,Checking,39,312,yes,2026-07-25
Sam,Research,397,325,no,2026-06-18
Cato,Checking,406,247,no,2026-07-16
Cato,Reporting,229,143,no,2026-06-06
Vera,Reporting,314,284,yes,2026-07-20
Cato,Checking,100,95,no,2026-05-30
Cato,Checking,5,-72,yes,2026-07-23
Sam,Reporting,237,324,no,2026-08-02
Vera,Writing,117,205,yes,2026-08-21
Sam,Research,374,379,yes,2026-07-31
Cato,Reporting,293,241,yes,2026-07-16
Sam,Checking,228,288,no,2026-08-13
Cato,Checking,356,407,no,2026-08-16
Lena,Checking,181,99,yes,2026-08-27
Cato,Writing,85,-25,yes,2026-09-05
Vera,Checking,357,468,yes,2026-06-09
Vera,Checking,93,320,yes,2026-06-04
Cato,Reporting,228,297,no,2026-08-14
Sam,Checking,348,285,yes,2026-06-27
Cato,Writing,263,302,no,2026-08-29
Vera,Writing,462,341,no,2026-05-26
Cato,Reporting,89,236,yes,2026-06-03
Sam,Checking,155,-7,yes,2026-08-15
Sam,Reporting,204,335,no,2026-07-21
Cato,Checking,-29,223,yes,2026-06-22
Lena,Checking,209,325,no,2026-05-27
Cato,Writing,313,276,yes,2026-06-25
Sam,Writing,174,301,yes,2026-08-31
Sam,Checking,275,286,no,2026-06-15
Cato,Checking,102,174,no,2026-08-12
Cato,Checking,162,65,no,2026-09-18
Cato,Checking,192,381,no,2026-06-10
Cato,Writing,29,217,yes,2026-07-11
Cato,Reporting,394,224,no,2026-05-30
Sam,Writing,293,220,no,2026-08-09
Vera,Checking,109,238,yes,2026-08-30
Lena,Reporting,439,285,no,2026-08-17
Cato,Checking,150,84,no,2026-09-06
Sam,Checking,128,-90,yes,2026-07-26
Cato,Checking,353,464,no,2026-07-31
Cato,Writing,62,415,no,2026-09-04
Vera,Checking,345,304,no,2026-08-05
Sam,Checking,332,202,yes,2026-06-23
Sam,Writing,105,191,no,2026-08-03
Cato,Checking,388,309,yes,2026-09-16
Lena,Checking,32,138,no,2026-08-29
Sam,Checking,9,31,no,2026-07-30
Sam,Checking,221,419,yes,2026-09-12
Lena,Research,34,224,no,2026-06-20
Sam,Checking,261,269,yes,2026-09-16
Cato,Checking,264,272,no,2026-07-11
Sam,Research,105,142,no,2026-08-02
Sam,Reporting,324,338,yes,2026-06-02
Cato,Reporting,148,123,yes,2026-05-27
Sam,Reporting,157,-74,yes,2026-05-30
Cato,Research,200,298,yes,2026-08-26
Sam,Checking,-62,350,no,2026-08-28
Cato,Research,209,317,no,2026-08-19
Sam,Reporting,396,127,yes,2026-09-14
Cato,Checking,195,197,yes,2026-06-08
Sam,Checking,479,460,yes,2026-09-02
Sam,Writing,201,200,no,2026-08-15
Sam,Checking,149,-66,no,2026-07-18
Vera,Writing,362,309,no,2026-08-09
Vera,Checking,39,354,no,2026-06-09
Sam,Writing,335,223,no,2026-08-28
Vera,Writing,284,295,yes,2026-09-07
Lena,Reporting,190,237,yes,2026-08-02
Lena,Checking,304,316,no,2026-09-18
Sam,Writing,109,212,yes,2026-09-18
Sam,Checking,140,87,yes,2026-07-22
Cato,Reporting,289,353,yes,2026-07-31
Cato,Writing,-49,201,no,2026-06-10
Lena,Writing,336,288,no,2026-07-20
Cato,Writing,345,209,no,2026-09-02
Cato,Checking,246,228,yes,2026-06-11
Sam,Research,352,370,no,2026-06-20
Cato,Writing,205,83,yes,2026-08-10
Cato,Checking,145,-95,no,2026-06-06
Sam,Checking,317,422,yes,2026-08-03
Vera,Checking,114,282,no,2026-06-30
Cato,Research,362,380,yes,2026-05-27
Sam,Checking,267,225,no,2026-09-15
Cato,Checking,105,154,no,2026-05-24
Cato,Checking,425,402,no,2026-08-19
Vera,Checking,226,105,yes,2026-09-09
Cato,Writing,166,-74,no,2026-09-06
Sam,Checking,288,466,yes,2026-08-22
Cato,Writing,41,298,yes,2026-08-01
Lena,Writing,380,265,yes,2026-09-18
Cato,Checking,395,155,yes,2026-06-09
Cato,Research,193,334,no,2026-08-08
Cato,Reporting,283,344,yes,2026-09-12
Cato,Checking,204,300,no,2026-08-31
Sam,Research,150,28,no,2026-07-20
Sam,Writing,191,485,no,2026-06-19
Lena,Checking,121,313,yes,2026-08-31
Cato,Checking,252,296,no,2026-05-24
Cato,Research,311,339,no,2026-05-28
Cato,Reporting,240,304,yes,2026-06-17
Sam,Checking,406,371,no,2026-05-30
Cato,Writing,109,91,no,2026-06-29
Sam,Checking,4,-7,no,2026-06-02
Cato,Research,230,475,yes,2026-06-08
Cato,Writing,-7,337,yes,2026-07-09
Cato,Checking,304,179,yes,2026-07-02
Vera,Writing,347,180,no,2026-08-09
Vera,Writing,272,183,yes,2026-05-24
Vera,Reporting,398,452,yes,2026-09-19
Vera,Writing,190,160,no,2026-09-12
Cato,Checking,-11,-54,yes,2026-09-07
Lena,Checking,345,262,no,2026-05-26
Lena,Checking,81,337,yes,2026-09-03
Cato,Reporting,372,248,yes,2026-07-23
Sam,Writing,318,261,no,2026-09-16
Sam,Checking,208,274,no,2026-09-16
Vera,Checking,387,453,yes,2026-08-19
Cato,Checking,108,282,no,2026-09-19
Sam,Writing,111,-50,yes,2026-09-11
Sam,Checking,313,310,yes,2026-08-12
Cato,Writing,-25,294,no,2026-05-25
Vera,Checking,265,358,no,2026-08-19
Vera,Writing,297,198,yes,2026-06-17
Cato,Reporting,161,220,yes,2026-07-24
Lena,Checking,299,370,yes,2026-07-14
Cato,Writing,186,83,yes,2026-07-30
Cato,Writing,-1,108,no,2026-06-16
Cato,Research,300,425,no,2026-09-13
Lena,Checking,-31,307,no,2026-06-14
Cato,Checking,300,315,no,2026-09-14
Cato,Research,396,263,yes,2026-06-24
Sam,Writing,172,208,yes,2026-06-10
Cato,Reporting,383,282,no,2026-05-24
Sam,Writing,108,124,no,2026-06-13
Cato,Checking,65,-83,no,2026-05-28
Vera,Research,293,260,yes,2026-08-24
Cato,Checking,17,259,yes,2026-07-20
Sam,Checking,277,377,yes,2026-06-22
Cato,Writing,307,199,no,2026-08-13
Cato,Reporting,281,291,yes,2026-07-13
Sam,Writing,418,428,no,2026-09-12
Cato,Writing,104,159,no,2026-06-16
Cato,Writing,31,-96,no,2026-06-26
Lena,Reporting,215,278,yes,2026-07-13
Sam,Checking,-46,346,yes,2026-06-08
Cato,Writing,217,190,yes,2026-09-09
Sam,Reporting,318,188,yes,2026-06-28
Cato,Checking,124,274,yes,2026-07-25
Vera,Research,444,348,no,2026-09-17
Sam,Checking,131,195,yes,2026-07-08
Cato,Checking,70,49,yes,2026-08-09
Sam,Checking,246,436,no,2026-08-17
Cato,Checking,-55,199,yes,2026-09-02
Sam,Checking,210,344,yes,2026-07-04
Sam,Checking,367,276,no,2026-07-20
Cato,Research,284,334,no,2026-09-07
Cato,Reporting,464,290,yes,2026-08-27
Cato,Writing,112,102,no,2026-06-16
Lena,Checking,-17,88,no,2026-09-01
Sam,Checking,185,485,no,2026-09-10
Cato,Checking,-40,274,yes,2026-07-03
Sam,Writing,359,274,yes,2026-06-21
Sam,Research,325,236,yes,2026-09-11
Lena,Research,170,238,yes,2026-09-08
Lena,Writing,294,456,no,2026-06-02
Vera,Checking,181,155,no,2026-08-14
Sam,Writing,145,-29,yes,2026-09-15
Cato,Writing,273,442,yes,2026-08-02
Cato,Writing,115,284,yes,2026-09-17
Cato,Checking,297,226,yes,2026-05-27
Vera,Research,241,253,no,2026-08-04
Sam,Checking,281,317,no,2026-06-02
Lena,Writing,451,479,yes,2026-06-25
Cato,Checking,196,286,yes,2026-08-29
Sam,Checking,103,74,yes,2026-06-29
Sam,Writing,260,264,no,2026-08-21
Sam,Reporting,6,334,no,2026-09-15
Cato,Checking,253,175,yes,2026-08-13
Sam,Checking,323,273,no,2026-09-08
Sam,Checking,282,131,yes,2026-08-19
Cato,Reporting,474,458,yes,2026-05-28
Cato,Checking,79,178,no,2026-07-30
Cato,Checking,11,0,no,2026-06-24
Sam,Checking,371,379,no,2026-07-22
Cato,Checking,72,359,yes,2026-08-02
Lena,Writing,391,272,yes,2026-05-31
Lena,Checking,382,330,yes,2026-09-10
Cato,Reporting,286,314,yes,2026-08-27
Cato,Writing,335,319,no,2026-08-06
Vera,Checking,31,267,yes,2026-07-07
Cato,Writing,2,-49,yes,2026-06-10
Lena,Checking,361,263,no,2026-06-26
Cato,Checking,112,351,yes,2026-08-10
Lena,Checking,236,180,no,2026-06-27
Lena,Checking,351,177,no,2026-09-06
Cato,Checking,271,292,yes,2026-06-30
Cato,Checking,384,449,no,2026-06-27
Cato,Checking,51,173,no,2026-08-16
Cato,Writing,64,90,no,2026-09-03
Vera,Checking,373,263,yes,2026-08-01
Cato,Writing,-17,259,yes,2026-09-09
Sam,Writing,333,219,no,2026-06-17
Vera,Checking,398,204,yes,2026-07-01
Cato,Checking,269,358,yes,2026-06-13
Lena,Checking,321,298,yes,2026-08-02
Cato,Checking,234,160,no,2026-09-01
Vera,Research,125,120,no,2026-06-13
Cato,Checking,345,316,no,2026-09-12
Cato,Checking,115,312,yes,2026-06-10
Cato,Checking,274,263,no,2026-07-11
Lena,Writing,290,162,no,2026-07-16
Sam,Reporting,216,194,no,2026-08-08
Cato,Reporting,361,413,yes,2026-08-06
Sam,Research,185,191,no,2026-08-27
Cato,Reporting,106,23,no,2026-06-26
Sam,Reporting,226,280,yes,2026-09-15
Sam,Checking,-70,260,no,2026-06-03
Sam,Checking,373,333,yes,2026-07-21
Vera,Writing,322,344,yes,2026-08-20
Cato,Checking,204,346,yes,2026-07-10
Cato,Checking,378,364,yes,2026-08-09
Cato,Checking,230,109,yes,2026-06-28
Cato,Reporting,-15,79,no,2026-08-20
Cato,Reporting,259,417,yes,2026-08-11
Sam,Research,133,416,no,2026-05-25
Lena,Research,391,370,yes,2026-06-17
Cato,Checking,316,196,yes,2026-06-10
Cato,Checking,140,189,yes,2026-08-05
Lena,Research,327,373,yes,2026-09-02
Lena,Checking,85,286,yes,2026-08-07
Vera,Reporting,121,-68,yes,2026-06-05
Sam,Checking,249,405,no,2026-09-12
Lena,Reporting,69,419,yes,2026-08-07
Cato,Reporting,270,305,no,2026-08-30
Cato,Research,416,275,yes,2026-09-06
Lena,Writing,150,234,no,2026-08-05
Vera,Writing,443,295,no,2026-09-14
Sam,Research,147,251,no,2026-07-14
Sam,Checking,24,-51,yes,2026-06-15
Vera,Checking,298,324,yes,2026-06-06
Cato,Research,81,231,yes,2026-08-11
Vera,Writing,394,198,no,2026-07-01
Cato,Checking,250,224,yes,2026-08-10
Cato,Checking,255,335,no,2026-08-06
Lena,Checking,275,309,yes,2026-07-11
Vera,Writing,200,254,no,2026-07-16
Cato,Checking,-20,31,no,2026-09-12
Cato,Checking,311,442,yes,2026-08-19
Sam,Checking,-17,250,yes,2026-08-01
Cato,Checking,370,210,no,2026-08-20
Cato,Checking,385,186,yes,2026-06-02
Vera,Writing,100,232,no,2026-07-09
Cato,Checking,471,476,no,2026-09-12
Sam,Research,155,102,yes,2026-06-29
Sam,Reporting,83,-81,yes,2026-09-01
Cato,Research,232,332,yes,2026-06-14
Vera,Writing,110,264,no,2026-06-21
Vera,Reporting,221,324,no,2026-07-27
Cato,Reporting,413,272,yes,2026-06-03
Cato,Research,127,306,yes,2026-06-16
Sam,Checking,393,300,no,2026-08-19
Sam,Writing,185,117,no,2026-09-15
Sam,Writing,134,74,yes,2026-08-26
Lena,Research,273,310,yes,2026-07-05
Cato,Checking,22,408,no,2026-06-13
Cato,Checking,326,344,yes,2026-05-26
Sam,Writing,360,182,yes,2026-07-08
Cato,Checking,210,238,yes,2026-06-11
Lena,Checking,320,432,no,2026-08-24
Cato,Checking,165,245,no,2026-09-14
Lena,Reporting,79,13,yes,2026-07-10
Sam,Research,357,409,no,2026-08-29
Cato,Checking,40,223,yes,2026-08-16
Lena,Checking,345,378,no,2026-06-07
Cato,Writing,211,148,yes,2026-08-17
Lena,Writing,168,146,yes,2026-08-15
Cato,Checking,400,386,yes,2026-08-13
Cato,Writing,140,228,yes,2026-05-24
Sam,Checking,119,0,no,2026-07-30
Lena,Checking,206,341,no,2026-07-06
Cato,Research,20,382,no,2026-06-15
Cato,Checking,329,226,yes,2026-07-21
Vera,Checking,292,127,yes,2026-09-02
Sam,Checking,147,189,no,2026-08-01
Cato,Writing,352,356,yes,2026-09-13
Sam,Writing,189,275,yes,2026-09-02
Vera,Research,125,79,yes,2026-09-03
Sam,Reporting,381,361,no,2026-06-10
Cato,Reporting,113,308,no,2026-08-31
Cato,Checking,244,355,no,2026-06-12
Cato,Checking,240,308,no,2026-07-08
Cato,Writing,304,220,yes,2026-08-22
Lena,Reporting,325,422,no,2026-08-18
Vera,Checking,118,126,no,2026-08-20
Sam,Writing,67,-45,yes,2026-08-03
Vera,Checking,299,389,yes,2026-09-03
Cato,Checking,20,372,no,2026-08-04
Cato,Checking,308,295,no,2026-05-31
Vera,Writing,215,152,yes,2026-08-29
Cato,Checking,171,174,no,2026-08-19
Cato,Writing,387,312,yes,2026-07-06
Cato,Checking,43,158,yes,2026-09-10
Cato,Reporting,83,34,yes,2026-08-01
Cato,Checking,320,337,yes,2026-08-20
Vera,Research,10,344,yes,2026-06-26
Lena,Research,266,368,yes,2026-09-09
Cato,Checking,286,299,no,2026-09-13
Cato,Research,253,188,no,2026-06-16
Cato,Checking,447,371,no,2026-06-06
Lena,Writing,185,149,no,2026-09-12
Cato,Checking,119,19,no,2026-08-06
Cato,Checking,298,409,no,2026-07-17
Sam,Checking,66,377,no,2026-08-17
Cato,Research,371,214,yes,2026-07-09
Cato,Writing,360,134,yes,2026-09-08
Cato,Reporting,273,347,yes,2026-06-10
Vera,Writing,422,375,yes,2026-08-20
Cato,Checking,183,290,yes,2026-08-01
Cato,Writing,-3,-10,no,2026-09-12
Sam,Reporting,306,423,yes,2026-09-01
Cato,Research,-67,411,yes,2026-06-30
Lena,Checking,241,371,yes,2026-09-12
Cato,Writing,415,327,no,2026-06-13
Sam,Checking,253,217,yes,2026-09-09
Cato,Checking,383,481,yes,2026-09-07
Cato,Checking,219,96,no,2026-06-01
Sam,Writing,64,51,no,2026-07-29
Sam,Research,337,478,no,2026-09-04
Sam,Research,29,280,no,2026-07-18
Cato,Reporting,218,219,no,2026-06-22
Cato,Checking,354,242,no,2026-06-13
Cato,Checking,189,223,yes,2026-08-16
Lena,Checking,321,353,yes,2026-06-10
Cato,Writing,77,144,no,2026-07-14
Lena,Reporting,169,55,no,2026-07-23
Cato,Research,203,371,yes,2026-06-12
Vera,Writing,41,319,no,2026-06-29
Vera,Research,315,282,yes,2026-05-26
Lena,Writing,305,340,yes,2026-07-11
Cato,Research,169,328,yes,2026-06-05
Vera,Writing,287,401,yes,2026-06-16
Sam,Research,65,137,yes,2026-08-11
Cato,Checking,125,123,no,2026-06-24
Cato,Writing,382,432,no,2026-06-25
Sam,Checking,112,318,no,2026-05-24
Cato,Research,279,174,no,2026-07-21
Lena,Checking,240,232,no,2026-07-02
Sam,Checking,113,315,yes,2026-08-19
Sam,Checking,327,474,yes,2026-07-02
Sam,Checking,164,187,no,2026-06-28
Cato,Writing,79,-9,no,2026-06-07
Cato,Research,335,431,no,2026-07-07
Lena,Checking,110,292,no,2026-06-30
Lena,Checking,354,262,no,2026-06-04
Sam,Writing,304,276,no,2026-07-19
Cato,Research,252,220,yes,2026-05-30
Lena,Writing,435,410,yes,2026-09-19
Lena,Reporting,73,225,yes,2026-07-12
Cato,Writing,0,23,no,2026-09-19
Cato,Research,261,362,yes,2026-05-25
Lena,Research,21,266,no,2026-07-17
Vera,Research,220,274,no,2026-07-22
Cato,Checking,416,239,no,2026-08-18
Lena,Reporting,301,209,no,2026-06-06
Cato,Checking,320,326,no,2026-08-01
Cato,Checking,210,229,no,2026-08-11
Vera,Checking,78,111,yes,2026-09-07
Vera,Research,192,434,yes,2026-07-04
Cato,Writing,-33,246,no,2026-05-28
Lena,Reporting,238,174,no,2026-08-31
Sam,Writing,214,234,yes,2026-09-20
Lena,Reporting,279,166,yes,2026-09-08
Cato,Checking,463,427,yes,2026-06-08
Cato,Checking,129,260,no,2026-06-08
Cato,Checking,-22,110,yes,2026-07-05
Cato,Checking,233,394,yes,2026-08-30
Cato,Writing,-25,417,no,2026-06-27
Cato,Checking,246,337,no,2026-07-03
Cato,Writing,276,142,yes,2026-06-10
Cato,Checking,116,308,yes,2026-08-24
Cato,Research,325,419,yes,2026-08-10
Cato,Writing,33,112,yes,2026-05-26
Vera,Reporting,-38,22,yes,2026-07-07
Cato,Checking,274,410,yes,2026-06-06
Cato,Reporting,12,259,no,2026-07-23
Sam,Checking,199,245,no,2026-06-20
Cato,Checking,226,236,yes,2026-07-12
Cato,Checking,163,249,no,2026-07-08
Cato,Research,357,303,yes,2026-09-12
Cato,Research,158,129,yes,2026-07-01
Cato,Checking,93,-95,no,2026-09-15
Cato,Checking,262,429,no,2026-06-05
Cato,Writing,81,233,no,2026-06-24
Cato,Writing,343,336,no,2026-08-09
Cato,Writing,388,293,yes,2026-06-13
Cato,Checking,215,266,yes,2026-06-08
Cato,Writing,338,367,no,2026-07-05
